sample,node,distance,label
2410,node2,4.84,1
2411,node2,3.88,1
2412,node2,4.83,1
2413,node2,4.83,1
2414,node2,4.83,1
2415,node2,4.84,1
2416,node2,4.83,1
2417,node2,4.83,1
2418,node2,4.83,1
2419,node2,4.83,1
2420,node2,4.83,1
2421,node2,4.83,1
2422,node2,3.89,1
2423,node2,3.89,1
2424,node2,4.83,1
2425,node2,3.89,1
2426,node2,4.83,1
2427,node2,3.88,1
2428,node2,3.88,1
2429,node2,3.88,1
2430,node2,6.1,1
2431,node2,4.83,1
2432,node2,4.83,1
2433,node2,4.84,1
2434,node2,3.89,1
2435,node2,4.83,1
2436,node2,3.89,1
2437,node2,3.89,1
2438,node2,6.1,1
2439,node2,3.89,1
2440,node2,4.84,1
2441,node2,4.83,1
2442,node2,3.88,1
2443,node2,4.83,1
2444,node2,6.1,1
2445,node2,3.89,1
2446,node2,3.88,1
2447,node2,3.89,1
2448,node2,3.88,1
2449,node2,6.1,1
2450,node2,3.88,1
2451,node2,3.89,1
2452,node2,4.83,1
2453,node2,3.88,1
2454,node2,3.89,1
2455,node2,3.88,1
2456,node2,3.88,1
2457,node2,3.88,1
2458,node2,3.88,1
2459,node2,3.88,1
2460,node2,3.89,1
2461,node2,3.89,1
2462,node2,3.88,1
2463,node2,3.89,1
2464,node2,3.89,1
2465,node2,8.67,1
2466,node2,6.1,1
2467,node2,3.57,1
2468,node2,3.57,1
2469,node2,3.57,1
2470,node2,3.57,1
2471,node2,3.57,1
2472,node2,3.57,1
2473,node2,3.57,1
2474,node2,3.57,1
2475,node2,3.57,1
2476,node2,3.57,1
2477,node2,3.57,1
2478,node2,3.57,1
2479,node2,3.57,1
2480,node2,3.57,1
2481,node2,3.57,1
2482,node2,3.57,1
2483,node2,3.57,1
2484,node2,3.57,1
2485,node2,3.57,1
2486,node2,3.57,1
2487,node2,3.57,1
2488,node2,3.57,1
2489,node2,3.57,1
2490,node2,3.57,1
2491,node2,3.57,1
2492,node2,3.57,1
2493,node2,3.57,1
2494,node2,3.57,1
2495,node2,3.57,1
2496,node2,3.57,1
2497,node2,3.57,1
2498,node2,3.57,1
2499,node2,3.57,1
2500,node2,3.57,1
2501,node2,3.57,1
2502,node2,3.57,1
2503,node2,3.57,1
2504,node2,3.57,1
2505,node2,3.57,1
2506,node2,3.57,1
2507,node2,3.57,1
2508,node2,3.57,1
2509,node2,3.57,1
2510,node2,3.57,1
2511,node2,3.57,1
2512,node2,3.57,1
2513,node2,3.57,1
2514,node2,3.57,1
2515,node2,3.57,1
2516,node2,3.57,1
2517,node2,3.57,1
2518,node2,3.57,1
2519,node2,3.57,1
2520,node2,3.57,1
2521,node2,3.57,1
2522,node2,3.57,1
2523,node2,3.57,1
2524,node2,3.57,1
2525,node2,3.57,1
2526,node2,3.57,1
2527,node2,3.57,1
2528,node2,3.57,1
2529,node2,3.57,1
2530,node2,3.57,1
2531,node2,3.57,1
2532,node2,3.57,1
2533,node2,3.57,1
2534,node2,3.57,1
2535,node2,3.57,1
2536,node2,3.57,1
2537,node2,3.57,1
2538,node2,3.57,1
2539,node2,3.57,1
2540,node2,3.57,1
2541,node2,3.57,1
2542,node2,3.57,1
2543,node2,3.57,1
2544,node2,3.57,1
2545,node2,3.57,1
2546,node2,3.57,1
2547,node2,3.57,1
2548,node2,3.57,1
2549,node2,3.57,1
2550,node2,3.57,1
2551,node2,3.57,1
2552,node2,3.57,1
2553,node2,3.57,1
2554,node2,3.57,1
2555,node2,3.57,1
2556,node2,3.57,1
2557,node2,3.57,1
2558,node2,3.57,1
2559,node2,3.57,1
2560,node2,3.57,1
2561,node2,3.57,1
2562,node2,3.57,1
2563,node2,3.57,1
2564,node2,3.57,1
2565,node2,3.57,1
2566,node2,3.57,1
2567,node2,3.57,1
2568,node2,3.57,1
2569,node2,3.57,1
2570,node2,3.57,1
2571,node2,3.57,1
2572,node2,3.57,1
2573,node2,3.57,1
2574,node2,3.57,1
2575,node2,3.57,1
2576,node2,3.57,1
2577,node2,3.57,1
2578,node2,3.57,1
2579,node2,3.57,1
2580,node2,3.57,1
2581,node2,3.57,1
2582,node2,3.57,1
2583,node2,3.57,1
2584,node2,3.57,1
2585,node2,3.57,1
2586,node2,3.57,1
2587,node2,3.57,1
2588,node2,3.57,1
2589,node2,3.57,1
2590,node2,11.36,1
2591,node2,25.38,0
2592,node2,16.03,1
2593,node2,16.68,1
2594,node2,16.68,1
2595,node2,16.68,1
2596,node2,16.68,1
2597,node2,18.31,1
2598,node2,16.03,1
2599,node2,16.03,1
2600,node2,16.05,1
2601,node2,16.05,1
2602,node2,16.05,1
2603,node2,17.02,1
2604,node2,17.02,1
2605,node2,17.02,1
2606,node2,17.02,1
2607,node2,17.02,1
2608,node2,16.05,1
2609,node2,19.58,1
2610,node2,10.01,1
2611,node2,12.36,1
2612,node2,11.36,1
2613,node2,56.47,0
2614,node2,12.36,1
2615,node2,16.05,1
2616,node2,44.35,0
2617,node2,17.34,1
2618,node2,13.04,1
2619,node2,51.36,0
2620,node2,12.36,1
2621,node2,13.69,1
2622,node2,12.36,1
2623,node2,12.36,1
2624,node2,12.36,1
2625,node2,12.36,1
2626,node2,14.02,1
2627,node2,11.36,1
2628,node2,16.03,1
2629,node2,16.03,1
2630,node2,12.02,1
2631,node2,12.7,1
2632,node2,13.69,1
2633,node2,18.61,1
2634,node2,37.83,0
2635,node2,36.91,0
2636,node2,49.95,0
2637,node2,56.75,0
2638,node2,4.2,1
2639,node2,5.15,1
2640,node2,22.47,0
2641,node2,22.47,0
2642,node2,4.2,1
2643,node2,5.15,1
2644,node2,5.15,1
2645,node2,5.15,1
2646,node2,10.35,1
2647,node2,10.35,1
2648,node2,24.53,0
2649,node2,4.2,1
2650,node2,22.47,0
2651,node2,4.2,1
2652,node2,4.2,1
2653,node2,4.2,1
2654,node2,4.2,1
2655,node2,5.15,1
2656,node2,22.46,0
2657,node2,5.15,1
2658,node2,5.15,1
2659,node2,3.88,1
2660,node2,357.14,0
2661,node2,23.63,0
2662,node2,5.15,1
2663,node2,22.76,0
2664,node2,5.15,1
2665,node2,5.47,1
2666,node2,17.02,1
2667,node2,5.15,1
2668,node2,37.83,0
2669,node2,17.0,1
2670,node2,22.76,0
2671,node2,21.84,0
2672,node2,23.05,0
2673,node2,17.0,1
2674,node2,22.76,0
2675,node2,21.84,0
2676,node2,29.72,0
2677,node2,4.83,1
2678,node2,22.76,0
2679,node2,17.02,1
2680,node2,3.57,1
2681,node2,4.52,1
2682,node2,10.35,1
2683,node2,10.01,1
2684,node2,9.01,1
2685,node2,20.55,0
2686,node2,22.76,0
2687,node2,22.76,0
2688,node2,22.76,0
2689,node2,19.26,1
2690,node2,22.47,0
2691,node2,16.37,1
2692,node2,9.01,1
2693,node2,29.5,0
2694,node2,25.4,0
2695,node2,17.0,1
2696,node2,15.37,1
2697,node2,17.0,1
2698,node2,6.1,1
2699,node2,3.57,1
2700,node2,44.34,0
2701,node2,39.46,0
2702,node2,23.05,0
2703,node2,56.75,0
2704,node2,24.23,0
2705,node2,44.13,0
2706,node2,24.82,0
2707,node2,21.5,0
2708,node2,22.76,0
2709,node2,40.63,0
2710,node2,45.95,0
2711,node2,35.46,0
2712,node2,37.15,0
2713,node2,36.21,0
2714,node2,36.69,0
2715,node2,36.69,0
2716,node2,39.22,0
2717,node2,37.15,0
2718,node2,29.97,0
2719,node2,39.47,0
2720,node2,43.33,0
2721,node2,48.18,0
2722,node2,44.35,0
2723,node2,40.15,0
2724,node2,56.47,0
2725,node2,29.51,0
2726,node2,21.84,0
2727,node2,10.69,1
2728,node2,5.47,1
2729,node2,5.47,1
2730,node2,5.47,1
2731,node2,2.6,1
2732,node2,2.92,1
2733,node2,5.15,1
2734,node2,5.47,1
2735,node2,5.47,1
2736,node2,5.47,1
2737,node2,8.01,1
2738,node2,9.01,1
2739,node2,5.47,1
2740,node2,5.47,1
2741,node2,5.47,1
2742,node2,5.47,1
2743,node2,5.47,1
2744,node2,5.47,1
2745,node2,5.47,1
2746,node2,3.88,1
2747,node2,5.47,1
2748,node2,39.69,0
2749,node2,17.65,1
2750,node2,6.43,1
2751,node2,2.92,1
2752,node2,6.41,1
2753,node2,5.47,1
2754,node2,17.02,1
2755,node2,5.47,1
2756,node2,4.2,1
2757,node2,4.2,1
2758,node2,4.2,1
2759,node2,5.47,1
2760,node2,4.52,1
2761,node2,4.2,1
2762,node2,4.2,1
2763,node2,4.2,1
2764,node2,4.2,1
2765,node2,5.47,1
2766,node2,4.2,1
2767,node2,4.2,1
2768,node2,4.2,1
2769,node2,4.2,1
2770,node2,17.02,1
2771,node2,5.47,1
2772,node2,4.2,1
2773,node2,22.15,0
2774,node2,4.2,1
2775,node2,5.47,1
2776,node2,6.73,1
2777,node2,6.73,1
2778,node2,6.73,1
2779,node2,26.84,0
2780,node2,6.73,1
2781,node2,5.47,1
2782,node2,6.73,1
2783,node2,7.05,1
2784,node2,6.73,1
2785,node2,30.24,0
2786,node2,6.75,1
2787,node2,6.73,1
2788,node2,6.73,1
2789,node2,6.73,1
2790,node2,6.41,1
2791,node2,51.83,0
2792,node2,49.79,0
2793,node2,29.72,0
2794,node2,24.23,0
2795,node2,23.05,0
2796,node2,23.07,0
2797,node2,25.09,0
2798,node2,49.95,0
2799,node2,50.12,0
2800,node2,23.07,0
2801,node2,23.07,0
2802,node2,38.78,0
2803,node2,2.92,1
2804,node2,3.89,1
2805,node2,2.62,1
2806,node2,5.47,1
2807,node2,2.6,1
2808,node2,3.89,1
2809,node2,3.88,1
2810,node2,43.33,0
2811,node2,37.84,0
2812,node2,3.57,1
2813,node2,3.57,1
2814,node2,3.57,1
2815,node2,3.25,1
2816,node2,3.57,1
2817,node2,2.6,1
2818,node2,2.62,1
2819,node2,3.25,1
2820,node2,2.6,1
2821,node2,4.2,1
2822,node2,3.88,1
2823,node2,3.89,1
2824,node2,4.83,1
2825,node2,4.2,1
2826,node2,3.57,1
2827,node2,4.52,1
2828,node2,3.89,1
2829,node2,2.6,1
2830,node2,3.88,1
2831,node2,3.88,1
2832,node2,3.88,1
2833,node2,4.83,1
2834,node2,4.2,1
2835,node2,3.88,1
2836,node2,5.15,1
2837,node2,4.2,1
2838,node2,4.2,1
2839,node2,4.2,1
2840,node2,5.78,1
2841,node2,7.05,1
2842,node2,4.83,1
2843,node2,3.89,1
2844,node2,3.88,1
2845,node2,3.25,1
2846,node2,6.73,1
2847,node2,5.47,1
2848,node2,6.43,1
2849,node2,9.01,1
2850,node2,6.1,1
2851,node2,6.1,1
2852,node2,7.05,1
2853,node2,7.05,1
2854,node2,6.43,1
2855,node2,4.83,1
2856,node2,9.35,1
2857,node2,7.38,1
2858,node2,8.69,1
2859,node2,6.1,1
2860,node2,8.69,1
2861,node2,5.47,1
2862,node2,13.36,1
2863,node2,11.68,1
2864,node2,9.01,1
2865,node2,16.37,1
2866,node2,11.02,1
2867,node2,12.7,1
2868,node2,8.33,1
2869,node2,8.33,1
2870,node2,11.02,1
2871,node2,10.68,1
2872,node2,8.69,1
2873,node2,9.69,1
2874,node2,9.35,1
2875,node2,9.35,1
2876,node2,5.47,1
2877,node2,7.7,1
2878,node2,6.73,1
2879,node2,3.89,1
2880,node2,5.47,1
2881,node2,4.51,1
2882,node2,9.01,1
2883,node2,17.02,1
2884,node2,4.83,1
2885,node2,7.05,1
2886,node2,7.38,1
2887,node2,8.69,1
2888,node2,6.1,1
2889,node2,8.67,1
2890,node2,5.47,1
2891,node2,23.63,0
2892,node2,40.15,0
2893,node2,9.67,1
2894,node2,7.38,1
2895,node2,8.67,1
2896,node2,9.01,1
2897,node2,10.01,1
2898,node2,8.69,1
2899,node2,8.69,1
2900,node2,10.01,1
2901,node2,9.01,1
2902,node2,8.33,1
2903,node2,9.35,1
2904,node2,10.01,1
2905,node2,9.35,1
2906,node2,17.02,1
2907,node2,9.67,1
2908,node2,8.33,1
2909,node2,9.01,1
2910,node2,9.35,1
2911,node2,8.33,1
2912,node2,7.7,1
2913,node2,10.35,1
2914,node2,11.36,1
2915,node2,9.35,1
2916,node2,9.01,1
2917,node2,7.38,1
2918,node2,17.65,1
2919,node2,7.38,1
2920,node2,5.78,1
2921,node2,5.8,1
2922,node2,6.1,1
2923,node2,6.43,1
2924,node2,5.15,1
2925,node2,6.1,1
2926,node2,7.38,1
2927,node2,9.01,1
2928,node2,6.73,1
2929,node2,6.1,1
2930,node2,5.8,1
2931,node2,7.05,1
2932,node2,5.78,1
2933,node2,7.38,1
2934,node2,6.1,1
2935,node2,6.1,1
2936,node2,7.05,1
2937,node2,6.73,1
2938,node2,6.73,1
2939,node2,18.29,1
2940,node2,58.02,0
2941,node2,38.52,0
2942,node2,58.04,0
2943,node2,16.05,1
2944,node2,15.37,1
2945,node2,9.69,1
2946,node2,7.68,1
2947,node2,8.01,1
2948,node2,7.05,1
2949,node2,16.03,1
2950,node2,7.05,1
2951,node2,8.01,1
2952,node2,9.35,1
2953,node2,7.05,1
2954,node2,7.05,1
2955,node2,6.73,1
2956,node2,6.1,1
2957,node2,6.43,1
2958,node2,16.68,1
2959,node2,6.73,1
2960,node2,8.01,1
2961,node2,7.05,1
2962,node2,7.05,1
2963,node2,7.7,1
2964,node2,8.69,1
2965,node2,5.8,1
2966,node2,16.03,1
2967,node2,4.83,1
2968,node2,3.89,1
2969,node2,291.24,0
2970,node2,12.7,1
2971,node2,10.69,1
2972,node2,10.69,1
2973,node2,8.67,1
2974,node2,10.01,1
2975,node2,8.33,1
2976,node2,10.69,1
2977,node2,16.35,1
2978,node2,16.05,1
2979,node2,17.0,1
2980,node2,16.68,1
2981,node2,8.69,1
2982,node2,9.01,1
2983,node2,16.03,1
2984,node2,16.05,1
2985,node2,5.47,1
2986,node2,223.06,0
2987,node2,5.8,1
2988,node2,5.15,1
2989,node2,4.83,1
2990,node2,5.47,1
2991,node2,25.4,0
2992,node2,24.53,0
2993,node2,6.1,1
2994,node2,18.61,1
2995,node2,18.94,1
2996,node2,18.29,1
2997,node2,16.03,1
2998,node2,18.29,1
2999,node2,18.94,1
3000,node2,17.0,1
3001,node3,278.66,0
3002,node3,279.09,0
3003,node3,278.65,0
3004,node3,279.92,0
3005,node3,279.48,0
3006,node3,278.6,0
3007,node3,279.5,0
3008,node3,17.1,1
3009,node3,17.1,1
3010,node3,16.15,1
3011,node3,17.42,1
3012,node3,279.05,0
3013,node3,29.04,1
3014,node3,26.84,1
3015,node3,36.96,1
3016,node3,33.2,1
3017,node3,30.6,1
3018,node3,25.06,1
3019,node3,20.11,1
3020,node3,24.82,1
3021,node3,21.39,1
3022,node3,25.79,1
3023,node3,28.97,1
3024,node3,28.83,1
3025,node3,36.06,1
3026,node3,34.71,1
3027,node3,28.34,1
3028,node3,40.19,1
3029,node3,24.29,1
3030,node3,27.81,1
3031,node3,30.34,1
3032,node3,33.52,1
3033,node3,27.4,1
3034,node3,18.04,1
3035,node3,33.46,1
3036,node3,19.98,1
3037,node3,31.57,1
3038,node3,25.82,1
3039,node3,15.5,1
3040,node3,28.14,1
3041,node3,32.91,1
3042,node3,23.49,1
3043,node3,22.1,1
3044,node3,22.07,1
3045,node3,46.19,1
3046,node3,49.23,1
3047,node3,36.58,1
3048,node3,33.0,1
3049,node3,33.01,1
3050,node3,31.87,1
3051,node3,55.23,1
3052,node3,15.15,1
3053,node3,6.39,0
3054,node3,19.3,1
3055,node3,38.95,1
3056,node3,47.7,1
3057,node3,42.24,1
3058,node3,52.63,1
3059,node3,52.99,1
3060,node3,54.03,1
3061,node3,53.7,1
3062,node3,54.79,1
3063,node3,52.21,1
3064,node3,50.71,1
3065,node3,45.37,1
3066,node3,5.42,0
3067,node3,8.99,0
3068,node3,9.72,0
3069,node3,47.94,1
3070,node3,51.71,1
3071,node3,46.92,1
3072,node3,45.32,1
3073,node3,46.14,1
3074,node3,46.7,1
3075,node3,50.93,1
3076,node3,47.72,1
3077,node3,45.65,1
3078,node3,38.98,1
3079,node3,43.16,1
3080,node3,5.18,0
3081,node3,16.46,1
3082,node3,69.48,1
3083,node3,52.53,1
3084,node3,29.41,1
3085,node3,16.42,1
3086,node3,22.41,1
3087,node3,49.67,1
3088,node3,72.83,1
3089,node3,45.88,1
3090,node3,7.8,0
3091,node3,16.61,1
3092,node3,23.61,1
3093,node3,35.19,1
3094,node3,58.8,1
3095,node3,88.64,0
3096,node3,47.92,1
3097,node3,57.85,1
3098,node3,69.7,1
3099,node3,63.21,1
3100,node3,63.17,1
3101,node3,67.59,1
3102,node3,69.73,1
3103,node3,63.04,1
3104,node3,64.36,1
3105,node3,64.04,1
3106,node3,65.54,1
3107,node3,68.7,1
3108,node3,75.77,0
3109,node3,60.55,1
3110,node3,64.35,1
3111,node3,69.53,1
3112,node3,65.98,1
3113,node3,66.95,1
3114,node3,65.3,1
3115,node3,61.68,1
3116,node3,67.4,1
3117,node3,66.27,1
3118,node3,56.3,1
3119,node3,57.87,1
3120,node3,58.43,1
3121,node3,57.92,1
3122,node3,74.46,1
3123,node3,72.05,1
3124,node3,65.99,1
3125,node3,66.95,1
3126,node3,67.0,1
3127,node3,54.59,1
3128,node3,58.8,1
3129,node3,60.89,1
3130,node3,57.05,1
3131,node3,69.79,1
3132,node3,62.73,1
3133,node3,65.87,1
3134,node3,66.42,1
3135,node3,64.04,1
3136,node3,68.15,1
3137,node3,57.7,1
3138,node3,70.97,1
3139,node3,64.97,1
3140,node3,67.32,1
3141,node3,69.84,1
3142,node3,72.91,1
3143,node3,70.41,1
3144,node3,61.2,1
3145,node3,67.63,1
3146,node3,80.51,0
3147,node3,74.82,1
3148,node3,74.94,1
3149,node3,75.5,0
3150,node3,74.46,1
3151,node3,73.32,1
3152,node3,71.33,1
3153,node3,71.45,1
3154,node3,72.18,1
3155,node3,72.1,1
3156,node3,59.57,1
3157,node3,57.12,1
3158,node3,57.46,1
3159,node3,70.48,1
3160,node3,48.26,1
3161,node3,54.5,1
3162,node3,49.71,1
3163,node3,51.08,1
3164,node3,53.07,1
3165,node3,53.06,1
3166,node3,52.89,1
3167,node3,53.86,1
3168,node3,52.96,1
3169,node3,54.77,1
3170,node3,51.9,1
3171,node3,52.96,1
3172,node3,51.83,1
3173,node3,48.16,1
3174,node3,53.7,1
3175,node3,50.73,1
3176,node3,52.62,1
3177,node3,53.99,1
3178,node3,51.75,1
3179,node3,51.08,1
3180,node3,52.19,1
3181,node3,51.95,1
3182,node3,50.52,1
3183,node3,47.4,1
3184,node3,32.86,1
3185,node3,48.79,1
3186,node3,46.77,1
3187,node3,40.19,1
3188,node3,43.1,1
3189,node3,34.05,1
3190,node3,257.62,0
3191,node3,257.48,0
3192,node3,250.02,0
3193,node3,256.63,0
3194,node3,258.94,0
3195,node3,252.5,0
3196,node3,261.49,0
3197,node3,252.37,0
3198,node3,28.02,1
3199,node3,30.96,1
3200,node3,263.38,0
3201,node3,260.83,0
3202,node3,256.12,0
3203,node3,257.65,0
3204,node3,258.28,0
3205,node3,259.42,0
3206,node3,26.04,1
3207,node3,13.87,0
3208,node3,54.94,1
3209,node3,40.99,1
3210,node3,34.34,1
3211,node3,29.34,1
3212,node3,30.14,1
3213,node3,22.51,1
3214,node3,28.08,1
3215,node3,32.37,1
3216,node3,17.0,1
3217,node3,35.7,1
3218,node3,29.85,1
3219,node3,276.74,0
3220,node3,26.98,1
3221,node3,22.86,1
3222,node3,30.07,1
3223,node3,17.97,1
3224,node3,269.11,0
3225,node3,266.98,0
3226,node3,262.89,0
3227,node3,264.69,0
3228,node3,264.88,0
3229,node3,23.8,1
3230,node3,25.11,1
3231,node3,264.21,0
3232,node3,263.55,0
3233,node3,266.41,0
3234,node3,40.39,1
3235,node3,45.12,1
3236,node3,44.52,1
3237,node3,35.31,1
3238,node3,48.91,1
3239,node3,39.05,1
3240,node3,45.02,1
3241,node3,44.95,1
3242,node3,50.83,1
3243,node3,37.69,1
3244,node3,38.86,1
3245,node3,36.18,1
3246,node3,40.85,1
3247,node3,37.81,1
3248,node3,42.11,1
3249,node3,39.37,1
3250,node3,42.35,1
3251,node3,39.88,1
3252,node3,42.69,1
3253,node3,47.23,1
3254,node3,33.4,1
3255,node3,44.74,1
3256,node3,46.17,1
3257,node3,44.34,1
3258,node3,43.6,1
3259,node3,45.59,1
3260,node3,42.6,1
3261,node3,41.87,1
3262,node3,50.29,1
3263,node3,53.16,1
3264,node3,50.46,1
3265,node3,45.9,1
3266,node3,45.71,1
3267,node3,38.23,1
3268,node3,40.07,1
3269,node3,47.6,1
3270,node3,44.63,1
3271,node3,42.6,1
3272,node3,44.57,1
3273,node3,43.13,1
3274,node3,42.67,1
3275,node3,39.98,1
3276,node3,46.07,1
3277,node3,45.59,1
3278,node3,41.92,1
3279,node3,46.56,1
3280,node3,41.56,1
3281,node3,44.2,1
3282,node3,16.1,1
3283,node3,22.07,1
3284,node3,44.97,1
3285,node3,46.65,1
3286,node3,48.19,1
3287,node3,48.62,1
3288,node3,41.74,1
3289,node3,45.51,1
3290,node3,42.96,1
3291,node3,44.64,1
3292,node3,45.51,1
3293,node3,44.9,1
3294,node3,45.34,1
3295,node3,42.24,1
3296,node3,42.11,1
3297,node3,45.76,1
3298,node3,43.2,1
3299,node3,41.75,1
3300,node3,38.15,1
3301,node3,40.22,1
3302,node3,39.71,1
3303,node3,53.6,1
3304,node3,43.88,1
3305,node3,37.76,1
3306,node3,42.06,1
3307,node3,41.33,1
3308,node3,43.16,1
3309,node3,44.57,1
3310,node3,44.05,1
3311,node3,48.09,1
3312,node3,52.48,1
3313,node3,46.61,1
3314,node3,46.67,1
3315,node3,40.56,1
3316,node3,41.8,1
3317,node3,48.04,1
3318,node3,43.71,1
3319,node3,49.57,1
3320,node3,52.48,1
3321,node3,49.69,1
3322,node3,47.17,1
3323,node3,54.11,1
3324,node3,48.11,1
3325,node3,47.43,1
3326,node3,47.58,1
3327,node3,50.0,1
3328,node3,52.07,1
3329,node3,44.85,1
3330,node3,50.63,1
3331,node3,47.21,1
3332,node3,30.85,1
3333,node3,34.78,1
3334,node3,34.9,1
3335,node3,64.57,1
3336,node3,63.27,1
3337,node3,64.72,1
3338,node3,60.98,1
3339,node3,57.03,1
3340,node3,60.67,1
3341,node3,53.7,1
3342,node3,57.51,1
3343,node3,59.53,1
3344,node3,69.9,1
3345,node3,59.69,1
3346,node3,58.79,1
3347,node3,59.01,1
3348,node3,60.23,1
3349,node3,61.52,1
3350,node3,61.05,1
3351,node3,57.51,1
3352,node3,45.27,1
3353,node3,37.15,1
3354,node3,38.23,1
3355,node3,32.81,1
3356,node3,35.29,1
3357,node3,41.9,1
3358,node3,34.61,1
3359,node3,48.57,1
3360,node3,50.1,1
3361,node3,33.68,1
3362,node3,50.05,1
3363,node3,54.03,1
3364,node3,61.76,1
3365,node3,54.38,1
3366,node3,62.92,1
3367,node3,56.03,1
3368,node3,51.8,1
3369,node3,50.13,1
3370,node3,48.57,1
3371,node3,45.88,1
3372,node3,39.76,1
3373,node3,33.34,1
3374,node3,70.43,1
3375,node3,67.32,1
3376,node3,60.37,1
3377,node3,37.28,1
3378,node3,37.86,1
3379,node3,34.0,1
3380,node3,38.56,1
3381,node3,51.58,1
3382,node3,61.97,1
3383,node3,37.96,1
3384,node3,35.6,1
3385,node3,20.28,1
3386,node3,67.98,1
3387,node3,48.79,1
3388,node3,77.55,0
3389,node3,47.31,1
3390,node3,45.76,1
3391,node3,51.37,1
3392,node3,59.99,1
3393,node3,56.19,1
3394,node3,53.29,1
3395,node3,55.54,1
3396,node3,58.31,1
3397,node3,2.94,0
3398,node3,53.86,1
3399,node3,47.38,1
3400,node3,46.72,1
3401,node3,51.07,1
3402,node3,47.67,1
3403,node3,43.11,1
3404,node3,43.62,1
3405,node3,40.97,1
3406,node3,39.42,1
3407,node3,38.32,1
3408,node3,41.65,1
3409,node3,38.47,1
3410,node3,44.03,1
3411,node3,43.52,1
3412,node3,44.85,1
3413,node3,49.57,1
3414,node3,72.4,1
3415,node3,66.16,1
3416,node3,70.62,1
3417,node3,49.08,1
3418,node3,54.94,1
3419,node3,61.71,1
3420,node3,51.32,1
3421,node3,41.62,1
3422,node3,39.22,1
3423,node3,68.0,1
3424,node3,39.24,1
3425,node3,44.06,1
3426,node3,64.67,1
3427,node3,62.19,1
3428,node3,56.63,1
3429,node3,31.82,1
3430,node3,34.49,1
3431,node3,42.86,1
3432,node3,45.08,1
3433,node3,51.36,1
3434,node3,52.04,1
3435,node3,53.77,1
3436,node3,52.51,1
3437,node3,53.58,1
3438,node3,66.44,1
3439,node3,63.15,1
3440,node3,55.71,1
3441,node3,56.05,1
3442,node3,59.42,1
3443,node3,64.55,1
3444,node3,40.51,1
3445,node3,40.8,1
3446,node3,43.04,1
3447,node3,6.89,0
3448,node3,9.15,0
3449,node3,11.76,0
3450,node3,7.67,0
3451,node3,6.68,0
3452,node3,6.61,0
3453,node3,9.38,0
3454,node3,7.58,0
3455,node3,38.18,1
3456,node3,8.64,0
3457,node3,10.52,0
3458,node3,11.17,0
3459,node3,8.94,0
3460,node3,10.54,0
3461,node3,9.67,0
3462,node3,8.21,0
3463,node3,278.2,0
3464,node3,270.03,0
3465,node3,279.45,0
3466,node3,276.59,0
3467,node3,277.39,0
3468,node3,270.67,0
3469,node3,24.38,1
3470,node3,272.2,0
3471,node3,20.4,1
3472,node3,6.75,0
3473,node3,9.23,0
3474,node3,38.57,1
3475,node3,5.05,0
3476,node3,283.08,0
3477,node3,63.41,1
3478,node3,33.8,1
3479,node3,33.0,1
3480,node3,48.47,1
3481,node3,45.97,1
3482,node3,20.06,1
3483,node3,16.01,1
3484,node3,35.82,1
3485,node3,33.2,1
3486,node3,33.03,1
3487,node3,29.55,1
3488,node3,36.01,1
3489,node3,25.21,1
3490,node3,23.83,1
3491,node3,24.89,1
3492,node3,25.13,1
3493,node3,25.47,1
3494,node3,24.74,1
3495,node3,25.04,1
3496,node3,28.97,1
3497,node3,50.54,1
3498,node3,16.49,1
3499,node3,11.12,0
3500,node3,20.88,1
3501,node3,25.94,1
3502,node3,18.85,1
3503,node3,20.79,1
3504,node3,19.69,1
3505,node3,19.26,1
3506,node3,18.77,1
3507,node3,15.71,1
3508,node3,17.83,1
3509,node3,19.87,1
3510,node3,18.87,1
3511,node3,18.94,1
3512,node3,17.75,1
3513,node3,18.44,1
3514,node3,19.36,1
3515,node3,18.99,1
3516,node3,13.55,0
3517,node3,9.71,0
3518,node3,3.89,0
3519,node3,9.86,0
3520,node3,2.84,0
3521,node3,10.85,0
3522,node3,8.69,0
3523,node3,10.74,0
3524,node3,15.73,1
3525,node3,18.41,1
3526,node3,13.18,0
3527,node3,2.75,0
3528,node3,16.63,1
3529,node3,16.46,1
3530,node3,34.97,1
3531,node3,12.61,0
3532,node3,6.66,0
3533,node3,12.85,0
3534,node3,10.85,0
3535,node3,13.96,0
3536,node3,10.08,0
3537,node3,9.98,0
3538,node3,10.49,0
3539,node3,12.24,0
3540,node3,16.93,1
3541,node3,19.12,1
3542,node3,19.16,1
3543,node3,19.92,1
3544,node3,17.7,1
3545,node3,20.04,1
3546,node3,17.59,1
3547,node3,18.44,1
3548,node3,20.37,1
3549,node3,22.13,1
3550,node3,21.37,1
3551,node3,20.54,1
3552,node3,19.94,1
3553,node3,21.2,1
3554,node3,19.7,1
3555,node3,21.17,1
3556,node3,18.6,1
3557,node3,20.84,1
3558,node3,20.96,1
3559,node3,12.89,0
3560,node3,9.21,0
3561,node3,11.65,0
3562,node3,10.05,0
3563,node3,11.25,0
3564,node3,2.86,0
3565,node3,4.57,0
3566,node3,4.56,0
3567,node3,5.24,0
3568,node3,8.02,0
3569,node3,6.39,0
3570,node3,5.42,0
3571,node3,14.45,0
3572,node3,44.51,1
3573,node3,15.1,1
3574,node3,15.22,1
